supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
Morrisons,7.5,9.98,l,La Gioiosa Prosecco Brut,20240411,drinks,False
Morrisons,2.0,4.0,l,McEwan's Champion Premium Beer,20240411,drinks,False
Morrisons,5.6,3.1,l,Schweppes Tonic Water,20240411,drinks,False
Morrisons,12.0,2.73,l,Heineken,20240411,drinks,False
Morrisons,3.0,3.0,l,Coca-Cola Original Taste,20240411,drinks,False
Morrisons,2.5,4.55,l,Newcastle Brown Ale Bottle,20240411,drinks,False
Morrisons,2.75,4.44,l,Peroni Nastro Azzurro Bottled Beer Lager Large,20240411,drinks,False
Morrisons,2.25,4.5,l,Timothy Taylor's Landlord Strong Pale Ale Bottle,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Marques De…,20240411,drinks,True
Morrisons,2.0,4.0,l,St Austell Proper Job IPA,20240411,drinks,False
Morrisons,7.5,9.98,l,Morrisons The Best Chenin Blanc,20240411,drinks,True
Morrisons,7.0,9.31,l,I Heart Sauvignon Blanc,20240411,drinks,False
Morrisons,2.5,5.0,l,Morland's Old Crafty Hen Vintage Ale Bottle,20240411,drinks,False
Morrisons,10.5,2.65,l,Coors Lager Beer Bottles,20240411,drinks,False
Morrisons,7.0,9.31,l,Alzar Sauvignon Blanc,20240411,drinks,False
Morrisons,6.75,8.98,l,Hardys Stamp Shiraz,20240411,drinks,False
Morrisons,2.5,3.79,l,Staropramen Premium Czech Lager,20240411,drinks,False
Morrisons,10.0,13.3,l,Stoneleigh Sauvignon Blanc White Wine,20240411,drinks,False
Morrisons,2.75,4.17,l,Birra Moretti Lager Beer Bottle,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Trentino Pinot Grigio,20240411,drinks,True
Morrisons,7.5,9.98,l,Morrisons The Best Pecorino,20240411,drinks,True
Morrisons,1.8,3.6,l,Crabbies Ginger Beer Bottle,20240411,drinks,False
Morrisons,2.0,4.0,l,Sharp's Doom Bar Amber Ale,20240411,drinks,False
Morrisons,1.75,3.5,l,Shipyard Low Tide Alcohol Free…,20240411,drinks,False
Morrisons,2.25,9.0,l,Gordon's Pink Gin & Tonic (Abv 5%),20240411,drinks,False
Morrisons,1.0,2.0,l,Hobgoblin Session IPA,20240411,drinks,False
Morrisons,1.5,4.55,l,Brooklyn Special Effects Alcohol Free Lager Beer,20240411,drinks,False
Morrisons,2.5,5.0,l,Abbot Reserve,20240411,drinks,False
Morrisons,1.5,3.0,l,Kopparberg Pear Alcohol Free Cider Bottle,20240411,drinks,False
Morrisons,7.25,9.64,l,McGuigan Black Label Sauvignon Blanc,20240411,drinks,False
Morrisons,11.0,14.63,l,Campo Viejo Rioja Reserva Red Wine,20240411,drinks,False
Morrisons,1.25,2.5,l,Ruddles Best,20240411,drinks,False
Morrisons,2.75,4.3,l,Tiger Asian Lager Beer Bottle,20240411,drinks,False
Morrisons,10.5,13.96,l,Mud House Marlborough Sauvignon Blanc,20240411,drinks,False
Morrisons,12.5,3.16,l,Heineken Premium Lager Beer Bottles,20240411,drinks,False
Morrisons,10.5,3.18,l,Corona Extra Premium Lager Beer Cans,20240411,drinks,False
Morrisons,3.99,5.31,l,Gallo Family Vineyards Summer Rose Wine,20240411,drinks,False
Morrisons,3.0,6.0,l,Peroni Gran Riserva Birra Doppio Malto (Abv 6.6%),20240411,drinks,False
Morrisons,11.5,4.36,l,BrewDog Mix Beer Cans,20240411,drinks,False
Morrisons,2.0,4.0,l,Thatchers Zero 0.0% Alcohol Free Cider,20240411,drinks,False
Morrisons,2.0,4.0,l,Guinness West Indies Porter Bottle,20240411,drinks,False
Morrisons,3.5,4.66,l,Nozeco Alcohol Free,20240411,drinks,False
Morrisons,6.5,8.64,l,Lindeman's Bin 65 Chardonnay,20240411,drinks,False
Morrisons,2.75,14.67,l,Morrisons The Best Sauvignon Blanc,20240411,drinks,True
Morrisons,6.75,8.98,l,Hardys Stamp Cabernet Merlot,20240411,drinks,False
Morrisons,2.5,5.0,l,Marston's Pedigree Pale Ale Bottle,20240411,drinks,False
Morrisons,5.6,3.1,l,Schweppes Canada Dry Ginger Ale,20240411,drinks,False
Morrisons,5.75,2.88,l,Abbot Ale Cans,20240411,drinks,False
Morrisons,7.0,9.31,l,I Heart Malbec,20240411,drinks,False
Morrisons,7.75,10.31,l,Most Wanted Chardonnay,20240411,drinks,False
Morrisons,7.5,9.98,l,Hardys Nottage Hill Sauvignon Blanc,20240411,drinks,False
Morrisons,7.0,9.31,l,Casilliero del Diablo Reserva Merlot,20240411,drinks,False
Morrisons,1.5,3.0,l,Adnams Ghost Ship,20240411,drinks,False
Morrisons,10.5,3.18,l,Budweiser,20240411,drinks,False
Morrisons,2.5,3.79,l,Madri Excepcional,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Prosec…,20240411,drinks,True
Morrisons,2.0,4.0,l,Theakston Old Peculier,20240411,drinks,False
Morrisons,5.75,7.65,l,Hardys Stamp Chardonnay,20240411,drinks,False
Morrisons,18.5,18.5,l,Label 5 Blended Scotch Whisky,20240411,drinks,False
Morrisons,7.75,10.31,l,Most Wanted Pinot Grigio,20240411,drinks,False
Morrisons,8.75,11.64,l,Piccini Memoro Red,20240411,drinks,False
Morrisons,2.25,4.5,l,Fuller's London Pride Amber Ale Large Bottle,20240411,drinks,False
Morrisons,5.25,6.98,l,La Bellamente Pinot Grigio Rose,20240411,drinks,False
Morrisons,2.5,10.0,l,Tanqueray Sevilla Gin & Tonic,20240411,drinks,False
Morrisons,2.25,0.9,l,St Omer Shandy Bottles,20240411,drinks,False
Morrisons,4.5,1.7,l,Bavaria 0.0% Original Alcohol Free Beer,20240411,drinks,False
Morrisons,10.25,2.33,l,Magners Original Cider Cans,20240411,drinks,False
Morrisons,2.0,4.0,l,Wainwright Golden Ale Beer,20240411,drinks,False
Morrisons,11.5,3.19,l,Amstel Lager Beer Bottles,20240411,drinks,False
Morrisons,2.5,5.0,l,Guinness Original Bottle,20240411,drinks,False
Morrisons,10.0,13.3,l,Morrisons The Best Provence Rose,20240411,drinks,True
Morrisons,4.49,2.55,l,Holsten Pils Lager Beer,20240411,drinks,False
Morrisons,7.25,9.64,l,Wolf Blass Vineyards Chardonnay,20240411,drinks,False
Morrisons,6.0,7.98,l,Hardys Stamp Chardonnay Semillon,20240411,drinks,False
Morrisons,1.5,3.0,l,Kopparberg Alcohol Free Mixed Fruit Cider Bottle,20240411,drinks,False
Morrisons,2.0,4.0,l,Titanic Dark Strong Plum Porter (Abv 4.9%),20240411,drinks,False
Morrisons,6.5,8.64,l,Rosemount Diamond Selection Chardonnay,20240411,drinks,False
Morrisons,1.5,3.0,l,St Peters Without Gold Alcohol Free Beer Bottle,20240411,drinks,False
Morrisons,2.75,4.44,l,Asahi Super Dry Lager Beer Bottle,20240411,drinks,False
Morrisons,3.0,4.55,l,Innis & Gun Original Beer Bottle,20240411,drinks,False
Morrisons,3.25,5.0,l,Desperados Tequila Lager Beer Bottle,20240411,drinks,False
Morrisons,2.75,4.37,l,Keo Beer,20240411,drinks,False
Morrisons,6.0,3.0,l,Old Speckled Hen,20240411,drinks,False
Morrisons,13.0,3.94,l,Birra Moretti Lager Beer Cans,20240411,drinks,False
Morrisons,14.49,6.42,l,Morrisons Chardonnay,20240411,drinks,True
Morrisons,7.0,9.31,l,Alzar Merlot,20240411,drinks,False
Morrisons,2.75,4.17,l,Stella Artois Premium Lager Beer Bottle,20240411,drinks,False
Morrisons,2.0,4.0,l,Adnams Ghost Ship Ale,20240411,drinks,False
Morrisons,8.5,11.3,l,Freixenet Cordon Negro Brut Cava,20240411,drinks,False
Morrisons,9.0,11.97,l,19 Crimes The Uprising Red Wine,20240411,drinks,False
Morrisons,2.0,4.0,l,Spitfire Premium Ale Bottle,20240411,drinks,False
Morrisons,2.5,3.85,l,Kingfisher Lager,20240411,drinks,False
Morrisons,13.0,3.94,l,Estrella Damm Cans,20240411,drinks,False
Morrisons,2.2,8.8,l,Edinburgh Gin Rhubarb & Ginger Gin Liqueur,20240411,drinks,False
Morrisons,5.0,6.65,l,Black Tower Rosé,20240411,drinks,False
Morrisons,15.0,21.43,l,Three Barrels Rare Brandy,20240411,drinks,False
Morrisons,10.0,13.3,l,Morrisons The Best Gavi,20240411,drinks,True
Morrisons,16.0,7.09,l,Andrew Peace Wines Black…,20240411,drinks,False
Morrisons,4.25,3.22,l,Peroni Nastro Azzurro Alcohol F…,20240411,drinks,False
Morrisons,14.49,6.42,l,Morrisons Merlot,20240411,drinks,True
Morrisons,2.0,4.0,l,Oakham Citra,20240411,drinks,False
Morrisons,3.25,4.32,l,Eisberg Alcohol Free Wine Chardonnay,20240411,drinks,False
Morrisons,7.0,9.31,l,Yellow Tail Malbec,20240411,drinks,False
Morrisons,9.5,12.64,l,Graham Norton Sauvignon Blanc,20240411,drinks,False
Morrisons,3.5,4.66,l,Nozeco Rose Spumante Alcohol Free,20240411,drinks,False
Morrisons,2.5,13.34,l,Mcguigan Black Label Chardonnay,20240411,drinks,False
Morrisons,10.0,2.27,l,Stowford Press Apple Cider,20240411,drinks,False
Morrisons,11.5,15.3,l,Le Verdier Cairanne Cotes Durhone Village 75,20240411,drinks,False
Morrisons,11.0,14.63,l,Morrisons The Best Alsace Gewurztraminer,20240411,drinks,True
Morrisons,7.0,9.31,l,Casillero del Diablo Reserva Chardonnay,20240411,drinks,False
Morrisons,12.0,15.96,l,Comte De Saint Emmanuel,20240411,drinks,False
Morrisons,2.25,9.0,l,Gordons Gin & Schweppes Tonic,20240411,drinks,False
Morrisons,1.5,3.0,l,Kopparberg Alcohol Free Strawberry & Lime,20240411,drinks,False
Morrisons,2.25,9.0,l,Gordons Gin & Slimline Tonic,20240411,drinks,False
Morrisons,22.0,22.0,l,Gordon's Premium Pink Distilled Gin,20240411,drinks,False
Morrisons,13.0,8.64,l,Jam Shed Shiraz Australia,20240411,drinks,False
Morrisons,2.35,9.4,l,Malibu Coconut Rum & Pineapple Pre-Mixed Can,20240411,drinks,False
Morrisons,2.2,6.7,l,Jack Daniel's & Coca-Cola,20240411,drinks,False
Morrisons,3.0,2.27,l,Budweiser Zero Alcohol Free Lager Beer Cans,20240411,drinks,False
Morrisons,2.75,4.17,l,Estrella Damm Premium Lager Beer,20240411,drinks,False
Morrisons,27.5,27.5,l,Jameson Triple Distilled Blended Irish Whiskey,20240411,drinks,False
Morrisons,2.0,6.06,l,Lucky Saint Unfiltered Alcohol Free Lager,20240411,drinks,False
Morrisons,11.0,14.63,l,Trivento Private Reserve Malbec,20240411,drinks,False
Morrisons,2.0,4.0,l,Black Sheep Ale Bottle,20240411,drinks,False
Morrisons,13.0,12.97,l,Cockburn's Special Reserve Port,20240411,drinks,False
Morrisons,12.0,3.03,l,Corona Cero Bottle,20240411,drinks,False
Morrisons,2.0,4.0,l,Greene King Abbot Ale Bottle,20240411,drinks,False
Morrisons,4.75,6.32,l,Kingsland Portuguese Rose,20240411,drinks,False
Morrisons,9.75,12.97,l,Morrisons The Best Cahors Malbec,20240411,drinks,True
Morrisons,7.5,9.98,l,Campo Viejo Rioja Garnacha Red Wine,20240411,drinks,False
Morrisons,3.75,18.7,l,Freixenet Prosecco,20240411,drinks,False
Morrisons,6.5,9.27,l,Stone's Original Green Ginger Wine,20240411,drinks,False
Morrisons,2.25,12.0,l,Barefoot White Zinfandel Rose Wine,20240411,drinks,False
Morrisons,2.5,13.34,l,Yellow Tail Pinot Grigio,20240411,drinks,False
Morrisons,2.5,13.34,l,J.P. Chenet Cabernet Syrah,20240411,drinks,False
Morrisons,7.0,9.31,l,I Heart Merlot,20240411,drinks,False
Morrisons,9.5,12.64,l,Morrisons The Best Marlbo…,20240411,drinks,True
Morrisons,6.0,3.41,l,Thatchers Blood Orange Cider Cans,20240411,drinks,False
Morrisons,7.0,3.54,l,Budweiser Budvar Original (Abv 5%),20240411,drinks,False
Morrisons,2.75,4.37,l,Singha Premium Thai Beer,20240411,drinks,False
Morrisons,2.0,4.0,l,King Goblin Ale Beer,20240411,drinks,False
Morrisons,4.69,6.24,l,Morrisons Malbec,20240411,drinks,True
Morrisons,1.75,5.3,l,Big Drop Brewing Co. Pale Ale,20240411,drinks,False
Morrisons,6.0,7.98,l,Cono Sur Bicicleta Sauvignon Blanc,20240411,drinks,False
Morrisons,10.0,13.3,l,Greasy Fingers Luscious Red,20240411,drinks,False
Morrisons,3.5,4.67,l,Hoegaarden Belgian Wheat Beer bottle,20240411,drinks,False
Morrisons,2.0,4.0,l,Marstons Old Empire IPA Ale,20240411,drinks,False
Morrisons,2.25,4.5,l,Pilsner Urquell,20240411,drinks,False
Morrisons,2.5,7.58,l,Duvel Beer,20240411,drinks,False
Morrisons,2.75,5.5,l,Erdinger Weissbier Wheat Beer Bottle,20240411,drinks,False
Morrisons,14.49,5.79,l,Morrisons Soave,20240411,drinks,True
Morrisons,8.0,10.64,l,Morrisons The Best Shiraz,20240411,drinks,True
Morrisons,14.49,6.42,l,Morrisons Sauvignon Blanc,20240411,drinks,True
Morrisons,8.5,11.3,l,Morrisons The Best Negroamaro,20240411,drinks,True
Morrisons,6.0,4.55,l,Leffe Blonde Beer Bottles,20240411,drinks,False
Morrisons,8.75,11.64,l,Morrisons The Best Chilean Merlot,20240411,drinks,True
Morrisons,16.0,4.04,l,Birrificio Angelo Poretti Beer Bottles,20240411,drinks,False
Morrisons,2.75,5.5,l,Hook Norton Brewery Old Hooky Beer Bottle,20240411,drinks,False
Morrisons,4.69,6.24,l,Morrisons Chenin Blanc,20240411,drinks,True
Morrisons,9.0,11.97,l,Morrisons The Best Marques de…,20240411,drinks,True
Morrisons,4.69,6.24,l,Morrisons White Zinfandel,20240411,drinks,True
Morrisons,18.0,18.0,l,Sobieski Vodka,20240411,drinks,False
Morrisons,7.75,10.31,l,Morrisons The Best Soave Classico,20240411,drinks,True
Morrisons,2.0,4.0,l,Bishop's Finger Strong Ale,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Barbera D'Asti,20240411,drinks,True
Morrisons,9.0,11.97,l,Morrisons The Best Cotes du Rhone Villages,20240411,drinks,True
Morrisons,2.25,9.0,l,Smirnoff Raspberry Crush & Lemonade,20240411,drinks,False
Morrisons,6.25,4.73,l,Thornbridge Jaipur India Pale Ale Cans,20240411,drinks,False
Morrisons,2.0,4.0,l,Black Sheep Riggwelter Strong Yorkshire Ale Bottle,20240411,drinks,False
Morrisons,2.35,7.12,l,Captain Morgan Original Spice…,20240411,drinks,False
Morrisons,8.5,11.3,l,Morrisons The Best Touraine Rose,20240411,drinks,True
Morrisons,8.25,10.97,l,Jam Shed Rose Australia,20240411,drinks,False
Morrisons,6.25,4.73,l,BrewDog Punk Ipa Beer Cans,20240411,drinks,False
Morrisons,7.5,9.98,l,Morrisons The Best Pinotage,20240411,drinks,True
Morrisons,2.25,4.5,l,Saltaire Blonde Premium Ale,20240411,drinks,False
Morrisons,11.0,3.13,l,BrewDog Black Heart,20240411,drinks,False
Morrisons,7.0,9.31,l,Morrisons The Best Verdeca Igp 2021,20240411,drinks,True
Morrisons,10.0,13.3,l,Morrisons The Best Vouvray,20240411,drinks,True
Morrisons,1.75,3.5,l,Sharp's Doom Bar 0% Alcohol,20240411,drinks,False
Morrisons,7.5,9.98,l,Kendermanns Riesling Spatlese,20240411,drinks,False
Morrisons,15.0,3.79,l,Mahou Beer Bottles,20240411,drinks,False
Morrisons,6.5,3.69,l,Guinness Original Cans,20240411,drinks,False
Morrisons,2.0,4.0,l,St Austell Tribute,20240411,drinks,False
Morrisons,2.0,4.0,l,Adnams Broadside,20240411,drinks,False
Morrisons,8.75,11.64,l,Beefsteak Club Mendoza Malbec,20240411,drinks,False
Morrisons,2.5,5.0,l,Budweiser Budvar Beer Bottle,20240411,drinks,False
Morrisons,10.0,2.27,l,Hobgoblin Session Ipa (Abv 3.4%),20240411,drinks,False
Morrisons,9.0,11.97,l,Kylie Minogue Prosecco Rose,20240411,drinks,False
Morrisons,2.5,5.0,l,Franziskaner German Wheat Beer Bottle,20240411,drinks,False
Morrisons,2.5,4.03,l,Stella Artois Unfiltered,20240411,drinks,False
Morrisons,3.5,5.0,l,WKD Blue Alcoholic Ready to Drink,20240411,drinks,False
Morrisons,2.5,10.0,l,Bombay Sapphire Gin & Tonic,20240411,drinks,False
Morrisons,7.0,9.31,l,Monts & Vaux Malbec,20240411,drinks,False
Morrisons,2.0,4.0,l,Badger Fursty Ferret Amber Ale,20240411,drinks,False
Morrisons,2.0,4.0,l,Butty Bach,20240411,drinks,False
Morrisons,4.0,2.27,l,Hobgoblin Gold,20240411,drinks,False
Morrisons,3.75,5.0,l,Leffe Brune Abbey Beer Bottle,20240411,drinks,False
Morrisons,11.0,14.63,l,Diablo Dark Red,20240411,drinks,False
Morrisons,2.25,4.5,l,Fullers Black Cab Stout,20240411,drinks,False
Morrisons,9.5,12.64,l,Paul Mas Reserve Pinot Noir,20240411,drinks,False
Morrisons,10.0,2.27,l,Fosters Lager Shandy,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Verdicchio,20240411,drinks,True
Morrisons,2.0,4.0,l,Shipyard American IPA Ale Beer,20240411,drinks,False
Morrisons,2.5,5.0,l,Bath Ales Lansdown West Coast IPA,20240411,drinks,False
Morrisons,3.25,4.32,l,Eisberg Cabernet Sauvigno…,20240411,drinks,False
Morrisons,2.75,8.33,l,La Chouffe Strong Blonde Golden Ale,20240411,drinks,False
Morrisons,2.75,4.17,l,Menabrea Premium Lager,20240411,drinks,False
Morrisons,2.0,4.0,l,Morland's Old Golden Hen Bottle,20240411,drinks,False
Morrisons,7.0,6.98,l,Morrisons Manor Hall Fortif…,20240411,drinks,True
Morrisons,22.0,22.0,l,Jim Beam Kentucky Straight Bourbon Whiskey,20240411,drinks,False
Morrisons,10.0,13.3,l,Morrisons The Best Touraine Sauvignon,20240411,drinks,True
Morrisons,7.0,9.31,l,I Heart Rose,20240411,drinks,False
Morrisons,12.0,15.96,l,Morrisons The Best Fleurie,20240411,drinks,True
Morrisons,6.5,3.25,l,Sharp's Doom Bar Exceptional Amber Ale,20240411,drinks,False
Morrisons,2.0,4.0,l,1698 Celebration Ale,20240411,drinks,False
Morrisons,7.0,5.3,l,Vocation Brewery Life & Death Ipa,20240411,drinks,False
Morrisons,2.25,11.25,l,Funkin Nitro Cocktails Pina Colada,20240411,drinks,False
Morrisons,10.0,13.3,l,Kylie Minogue Rose,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Vinho Verde 'Loureiro' Wine,20240411,drinks,True
Morrisons,2.0,4.0,l,Purity Brewing Co. Pure Gold Premiu…,20240411,drinks,False
Morrisons,4.0,3.03,l,Corona Cero 0.0%,20240411,drinks,False
Morrisons,14.0,20.0,l,Grant's Blended Scotch Whisky,20240411,drinks,False
Morrisons,4.0,3.03,l,Madri Exceptional Beer Bottles,20240411,drinks,False
Morrisons,2.35,9.4,l,Malibu Pina Colada Pre-Mixed Can,20240411,drinks,False
Morrisons,13.0,17.29,l,Freixenet Italian Sparkling Rose,20240411,drinks,False
Morrisons,2.5,5.0,l,Greene King IPA Reserve Bottle,20240411,drinks,False
Morrisons,4.0,2.27,l,Hobgoblin Ruby,20240411,drinks,False
Morrisons,13.0,17.29,l,Villa Maria Sauvignon Blanc Cellar Selection,20240411,drinks,False
Morrisons,26.0,37.14,l,Courvoisier VS Cognac,20240411,drinks,False
Morrisons,2.5,5.0,l,Purity Brewing Copure Ubu,20240411,drinks,False
Morrisons,2.0,4.0,l,Badger Golden Champion Golden Ale,20240411,drinks,False
Morrisons,2.25,9.0,l,Gordons Pink Gin & Lemonade,20240411,drinks,False
Morrisons,9.5,12.64,l,Morrisons The Best Gruner Veltliner,20240411,drinks,True
Morrisons,11.0,14.63,l,Morrisons The Best Pinot Grigio Alto Adige Doc,20240411,drinks,True
Morrisons,9.5,12.64,l,Mud House Chile Sauvignon Blanc,20240411,drinks,False
Morrisons,7.5,9.98,l,Wolf Blass Yellow Label Chardonnay,20240411,drinks,False
Morrisons,13.5,27.0,l,Disaronno Originale Amaretto,20240411,drinks,False
Morrisons,6.5,3.28,l,Korev Cornish Lager,20240411,drinks,False
Morrisons,2.5,13.34,l,L'Avvio Pinot Grigio,20240411,drinks,False
Morrisons,2.25,9.0,l,Smirnoff & Diet Cola Vodka Mixed Drink,20240411,drinks,False
Morrisons,7.5,9.98,l,Wolf Blass Yellow Label Cabernet Sauvignon,20240411,drinks,False
Morrisons,15.5,3.91,l,Camden Pale Ale 12 Pack,20240411,drinks,False
Morrisons,6.0,7.98,l,Campaneo Old Vines Garnacha,20240411,drinks,False
Morrisons,2.25,11.25,l,Funkin Nitro Cocktails Passion Fruit Martini,20240411,drinks,False
Morrisons,7.0,2.12,l,Kopparberg Alcohol Free Cider Can…,20240411,drinks,False
Morrisons,8.5,11.3,l,Morrisons The Best Riesling,20240411,drinks,True
Morrisons,8.5,11.3,l,Piccini Memoro Rosato,20240411,drinks,False
Morrisons,3.5,9.33,l,Bacchus Cherry Beer Bottle,20240411,drinks,False
Morrisons,2.35,9.4,l,Malibu Coconut Rum & Cola Pre-Mixed Can,20240411,drinks,False
Morrisons,2.0,8.0,l,Bacardi Rum Mojito,20240411,drinks,False
Morrisons,10.5,3.98,l,Kopparberg Mixed Fruit,20240411,drinks,False
Morrisons,12.0,3.03,l,Kopparberg Mixed Fruit Cider Cans,20240411,drinks,False
Morrisons,1.15,4.6,l,Mix Up Gin And Diet Tonic,20240411,drinks,False
Morrisons,12.0,15.96,l,Morrisons The Best Albarino,20240411,drinks,True
Morrisons,8.0,10.64,l,Morrisons The Best Chardonnay,20240411,drinks,True
Morrisons,6.0,3.41,l,Shipyard American Pale Ale Beer,20240411,drinks,False
Morrisons,2.5,10.0,l,Tanqueray London Dry Gin & Tonic,20240411,drinks,False
Morrisons,2.25,4.5,l,Batemans Victory Ale Bottle,20240411,drinks,False
Morrisons,10.0,13.3,l,Mad Fish Sauvignon Blanc,20240411,drinks,False
Morrisons,11.0,14.63,l,Morrisons The Best Uco Valley Malbec,20240411,drinks,True
Morrisons,2.0,4.0,l,Whitstable Bay Pale Ale Bottle,20240411,drinks,False
Morrisons,2.5,5.0,l,Glamorgan Welsh Pale Ale,20240411,drinks,False
Morrisons,2.25,6.82,l,La Goudale Beer Bottle,20240411,drinks,False
Morrisons,2.0,4.0,l,Robinsons Brewery Iron Maiden Trooper…,20240411,drinks,False
Morrisons,17.0,17.0,l,Aperol Aperitivo,20240411,drinks,False
Morrisons,6.5,8.64,l,Louis Alexandre Sauvignon Blanc,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Douro Red,20240411,drinks,True
Morrisons,6.5,3.25,l,Newcastle Brown Ale Cans,20240411,drinks,False
Morrisons,3.79,5.41,l,Smirnoff Premium Ice Triple Fil…,20240411,drinks,False
Morrisons,20.0,20.0,l,Tanqueray London Dry Gin,20240411,drinks,False
Morrisons,11.0,15.71,l,Warnink's Advocaat,20240411,drinks,False
Morrisons,2.25,9.0,l,Archers Schnapps with Lemonade,20240411,drinks,False
Morrisons,2.75,4.23,l,Heineken Premium Lager Beer Bottle,20240411,drinks,False
Morrisons,2.0,4.55,l,Hooch Lemon Can,20240411,drinks,False
Morrisons,2.2,6.7,l,Jack Daniel's & Coca-Cola Zero Sugar,20240411,drinks,False
Morrisons,12.0,17.15,l,Malibu,20240411,drinks,False
Morrisons,9.5,12.64,l,Morrisons The Best Chilean Pinot Noir,20240411,drinks,True
Morrisons,2.5,12.48,l,Most Wanted Pinot Grigio Fizz Cans,20240411,drinks,False
Morrisons,11.0,14.63,l,Penfolds Koonunga Hill Shiraz Cabernet,20240411,drinks,False
Morrisons,2.25,9.0,l,Pimm's No.1 Original & Lemonade,20240411,drinks,False
Morrisons,9.0,11.97,l,Apothic Red Wine,20240411,drinks,False
Morrisons,8.0,10.64,l,Morrisons The Best Organic…,20240411,drinks,True
Morrisons,2.75,5.5,l,Timothy Taylor's Landlord Dark Ale,20240411,drinks,False
Morrisons,6.25,4.73,l,Brewdog Hazy Jane,20240411,drinks,False
Morrisons,2.5,5.0,l,Ilkley Pale Ale,20240411,drinks,False
Morrisons,12.0,17.14,l,Kahlua Coffee Liqueur,20240411,drinks,False
Morrisons,6.0,4.54,l,Lucky Saint Unfiltered Alcohol Free Lager Can,20240411,drinks,False
Morrisons,13.0,17.29,l,The Wanderer Malbec,20240411,drinks,False
Morrisons,7.0,5.3,l,Vocation Hop Skip & Juice,20240411,drinks,False
Morrisons,4.0,4.0,l,WKD Blue,20240411,drinks,False
Morrisons,2.0,4.0,l,Badger Coffee Stoat,20240411,drinks,False
Morrisons,6.25,4.73,l,Camden Hells,20240411,drinks,False
Morrisons,2.0,4.0,l,Hobgoblin Ruby (Abv 5%),20240411,drinks,False
Morrisons,12.0,3.03,l,Kopparberg Strawberry & Lime Cider Cans,20240411,drinks,False
Morrisons,3.5,10.61,l,Westmalle Trappist Tripel,20240411,drinks,False
Morrisons,4.69,6.24,l,Morrisons Shiraz,20240411,drinks,True
Morrisons,13.0,18.57,l,Tia Maria,20240411,drinks,False
Morrisons,2.25,12.0,l,Blossom Hill Classic Red,20240411,drinks,False
Morrisons,2.99,2.26,l,Kopparberg Alcohol Free With…,20240411,drinks,False
Morrisons,6.25,4.73,l,Salt Jute Session Ipa Beer Cans,20240411,drinks,False
Morrisons,15.0,3.79,l,Camden Hells Can,20240411,drinks,False
Morrisons,7.0,9.31,l,Campaneo Old Vines Tempranillo,20240411,drinks,False
Morrisons,2.25,11.25,l,Funkin Nitro Cocktails Strawberry Daiquiri,20240411,drinks,False
Morrisons,5.5,2.75,l,McEwan's Export Original Scottish Export Ale Cans,20240411,drinks,False
Morrisons,20.0,20.0,l,Absolut Blue Original Swedish Vodka,20240411,drinks,False
Morrisons,3.5,7.0,l,Hofbrau Original Beer Bottle,20240411,drinks,False
Morrisons,7.0,9.31,l,Kumala Shiraz,20240411,drinks,False
Morrisons,4.69,6.24,l,Morrisons Cabernet Sauvignon,20240411,drinks,True
Morrisons,2.0,4.0,l,Badger The Blandford Fly Golden Ale,20240411,drinks,False
Morrisons,2.25,4.5,l,Badger Twice Tangled Ipa Beer Bottle,20240411,drinks,False
Morrisons,4.75,3.6,l,Kopparberg With Strawberr…,20240411,drinks,False
Morrisons,7.0,9.31,l,Les Dauphins Cotes Du Rhone Red,20240411,drinks,False
Morrisons,9.0,11.97,l,Morrisons The Best French Viognier,20240411,drinks,True
Morrisons,2.0,4.0,l,Old Mout Cider Pineapple & Raspberry Alcohol Free,20240411,drinks,False
Morrisons,2.1,6.36,l,Southern Comfort Lemo…,20240411,drinks,False
Morrisons,2.5,5.0,l,Bath Ales Gem,20240411,drinks,False
Morrisons,2.75,4.44,l,Corona,20240411,drinks,False
Morrisons,8.5,11.3,l,Fete Des Flaveurs Picpoul De Pinet,20240411,drinks,False
Morrisons,8.0,10.64,l,Freixenet Pinot Grigio,20240411,drinks,False
Morrisons,10.0,13.3,l,Greasy Fingers Chardonnay,20240411,drinks,False
Morrisons,7.5,9.98,l,Oriel Mediterranee Rose,20240411,drinks,False
Morrisons,2.75,8.33,l,Robinsons Old Tom Premium Ale,20240411,drinks,False
Morrisons,10.5,13.96,l,Morrisons The Best Ribera Del Duero,20240411,drinks,True
Morrisons,2.25,4.5,l,Schofferhofer Grapefruit Beer Can,20240411,drinks,False
Morrisons,3.5,5.0,l,Wkd Iron Brew,20240411,drinks,False
Morrisons,6.5,8.64,l,Dynamite Factory Shiraz,20240411,drinks,False
Morrisons,16.0,22.86,l,Lamb's Navy Rum,20240411,drinks,False
Morrisons,2.0,4.0,l,Wye Valley HPA Beer Bottle,20240411,drinks,False
